path,transcription
TIMIT/data/TRAIN\DR2\MKAH0\VOCODED_SX358.WAV.wav,GEORGE SELDOM WATCHES DAYTIME MOVIES.
TIMIT/data/TRAIN\DR2\MKAH0\VOCODED_SX448.WAV.wav,SPHERICAL GIFTS ARE DIFFICULT TO WRAP.
TIMIT/data/TRAIN\DR2\MKAH0\VOCODED_SX88.WAV.wav,FLYING STANDBY CAN BE PRACTICAL IF YOU WANT TO SAVE MONEY.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SI1414.WAV.wav,HOW YA GONNA KEEP 'EM DOWN ON THE FARM?
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SI2044.WAV.wav,WET ALSO WERE THE MARINE'S FATIGUES AND THE FACE HAD AN OILY FILM.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SI784.WAV.wav,"IT IS A BIG PROJECT, NOT TO BE TAKEN LIGHTLY."
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SX154.WAV.wav,ORANGE JUICE TASTES FUNNY AFTER TOOTHPASTE.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SX244.WAV.wav,HERB'S BIRTHDAY OCCURS FREQUENTLY ON THANKSGIVING.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SX334.WAV.wav,OFTEN YOU'LL GET BACK MORE THAN YOU PUT IN.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SX424.WAV.wav,TOP ZINNIAS RARELY HAVE CROOKED STEMS.
TIMIT/data/TRAIN\DR2\MKAJ0\VOCODED_SX64.WAV.wav,REGULAR ATTENDANCE IS SELDOM REQUIRED.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SI2153.WAV.wav,HE RECOGNIZED HIS JACKET AND TROUSERS.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SI814.WAV.wav,FALL SLOWLY FORWARD ONTO THE HANDS AND LET THE BODY DOWN TO REST ON THE FLOOR.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SI893.WAV.wav,"THERE'S NEVER ENOUGH CORN, PEAS OR STRAWBERRIES."
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SX173.WAV.wav,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SX263.WAV.wav,HOW OILY DO YOU LIKE YOUR SALAD DRESSING?
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SX353.WAV.wav,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SX443.WAV.wav,A LONE STAR SHONE IN THE EARLY EVENING SKY.
TIMIT/data/TRAIN\DR2\MKDT0\VOCODED_SX83.WAV.wav,MY INSTRUCTIONS DESPERATELY NEED UPDATING.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SI1517.WAV.wav,"HIRED, HARD LACKEYS OF THE WARMONGERING CAPITALISTS."
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SI2147.WAV.wav,WHEN THEY GOT HOME AT MIDNIGHT SHE WAS TIRED OUT.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SI887.WAV.wav,"ANOTHER, LONGER STRIP OF TINSEL WHIPPED HIS MOUTH."
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SX167.WAV.wav,EMPLOYEE LAYOFFS COINCIDED WITH THE COMPANY'S REORGANIZATION.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SX257.WAV.wav,WE'RE OPEN EVERY MONDAY EVENING.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SX424.WAV.wav,TOP ZINNIAS RARELY HAVE CROOKED STEMS.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SX437.WAV.wav,THEY USED AN AGGRESSIVE POLICEMAN TO FLAG THOUGHTLESS MOTORISTS.
TIMIT/data/TRAIN\DR2\MKJO0\VOCODED_SX77.WAV.wav,BAGPIPES AND BONGOS ARE MUSICAL INSTRUMENTS.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SI1588.WAV.wav,"TO BE PASSIVE, TO BE GIRLISHLY SHY WAS PALPABLY ABSURD."
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SI2105.WAV.wav,"IT GAVE HER A LEWD, WINKING EFFECT."
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SI845.WAV.wav,BUT TO CONTINUE TO DIVORCE ADVANCED STUDENTS FROM REALITY IS INEXCUSABLE.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SX125.WAV.wav,WESTCHESTER IS A COUNTY IN NEW YORK.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SX215.WAV.wav,THE SERMON EMPHASIZED THE NEED FOR AFFIRMATIVE ACTION.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SX305.WAV.wav,COTTAGE CHEESE WITH CHIVES IS DELICIOUS.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SX35.WAV.wav,HELP CELEBRATE YOUR BROTHER'S SUCCESS.
TIMIT/data/TRAIN\DR2\MMAA0\VOCODED_SX395.WAV.wav,"I TOOK HER WORD FOR IT, BUT IS SHE REALLY GOING WITH YOU?"
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SI1126.WAV.wav,"AND LET ME ADD, UTOPIANISM, ALSO."
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SI1756.WAV.wav,"MEANWHILE, FISHERMEN TOOK ADVANTAGE OF THEM TO PULL UP WHOPPERS."
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SI496.WAV.wav,"THEY COULD WALK, RIDE ON A BUS OR BE DRIVEN."
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SX136.WAV.wav,SCIENTIFIC PROGRESS COMES FROM THE DEVELOPMENT OF NEW TECHNIQUES.
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SX226.WAV.wav,STEPH COULD BARELY HANDLE THE PSYCHOLOGICAL TRAUMA.
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SX316.WAV.wav,THAT DOG CHASES CATS MERCILESSLY.
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SX406.WAV.wav,THERE WAS A GIGANTIC WASP NEXT TO IRVING'S BIG TOP HAT.
TIMIT/data/TRAIN\DR2\MMAG0\VOCODED_SX46.WAV.wav,THAT PICKPOCKET WAS CAUGHT RED-HANDED.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SI1343.WAV.wav,WE NOW GENERALIZE THESE IDEAS FOR GENERAL BINOMIAL EXPERIMENTS.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SI1973.WAV.wav,THE ENEMY DID NOT VEER.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SI713.WAV.wav,WHAT TARGETS HAVE WE SUCCESSFULLY KNOCKED OUT?
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SX173.WAV.wav,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SX263.WAV.wav,HOW OILY DO YOU LIKE YOUR SALAD DRESSING?
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SX353.WAV.wav,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SX443.WAV.wav,A LONE STAR SHONE IN THE EARLY EVENING SKY.
TIMIT/data/TRAIN\DR2\MMDS0\VOCODED_SX83.WAV.wav,MY INSTRUCTIONS DESPERATELY NEED UPDATING.
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SI1322.WAV.wav,THIS MAY BE OF OVERRIDING IMPORTANCE IN CONSIDERING MILITARY OBJECTIVES.
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SI1952.WAV.wav,WE'RE GOING SOMEPLACE.
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SI692.WAV.wav,"WHY, SAID THE TEACHER, ART THOU SO LATE?"
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SX152.WAV.wav,"MOSQUITOES EXIST IN WARM, HUMID CLIMATES."
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SX242.WAV.wav,MAY I ORDER A STRAWBERRY SUNDAE AFTER I EAT DINNER?
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SX332.WAV.wav,TODD PLACED TOP PRIORITY ON GETTING HIS BIKE FIXED.
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SX422.WAV.wav,"ONCE YOU FINISH GREASING YOUR CHAIN, BE SURE TO WASH THOROUGHLY."
TIMIT/data/TRAIN\DR2\MMGK0\VOCODED_SX62.WAV.wav,ANY CONTRIBUTIONS WILL BE GREATLY APPRECIATED.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SI2136.WAV.wav,EACH OF US HAD HIS OWN SPECIALTY BESIDES.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SI629.WAV.wav,HIS TECHNIQUE IS AMPLE AND HIS MUSICAL IDEAS ARE PROJECTED BEAUTIFULLY.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SI876.WAV.wav,DOES YOUR POLICY HAVE A LAY-UP CLAUSE?
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SX156.WAV.wav,OUR EXPERIMENT'S POSITIVE OUTCOME WAS UNEXPECTED.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SX246.WAV.wav,HOW ANCIENT IS THIS SUBWAY ESCALATOR?
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SX336.WAV.wav,ROB MADE HUNGARIAN GOULASH FOR DINNER AND GOOSEBERRY PIE FOR DESSERT.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SX426.WAV.wav,A MOTH ZIG-ZAGGED ALONG THE PATH THROUGH OTTO'S GARDEN.
TIMIT/data/TRAIN\DR2\MMXS0\VOCODED_SX66.WAV.wav,WE GOT DRENCHED FROM THE UNINTERRUPTED RAIN.
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SI1412.WAV.wav,"AND THE SURFACE IS DRIVEN BACK, IN ITS VERY SURFACENESS, ONLY BY THIS CONTRAST."
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SI2042.WAV.wav,YOU CAME WELL EQUIPPED TO DIE.
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SI782.WAV.wav,THE DECKING IS QUARTER-INCH MAHOGANY MARINE PLYWOOD.
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SX152.WAV.wav,"MOSQUITOES EXIST IN WARM, HUMID CLIMATES."
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SX242.WAV.wav,MAY I ORDER A STRAWBERRY SUNDAE AFTER I EAT DINNER?
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SX332.WAV.wav,TODD PLACED TOP PRIORITY ON GETTING HIS BIKE FIXED.
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SX422.WAV.wav,"ONCE YOU FINISH GREASING YOUR CHAIN, BE SURE TO WASH THOROUGHLY."
TIMIT/data/TRAIN\DR2\MPPC0\VOCODED_SX62.WAV.wav,ANY CONTRIBUTIONS WILL BE GREATLY APPRECIATED.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SI1205.WAV.wav,BUT WE AREN'T GOING TO LET YOU GIVE HIM ANY.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SI1215.WAV.wav,THIS TRUTH THAT THE MORAL LAW IS NATURAL HAS OTHER IMPORTANT COROLLARIES.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SI575.WAV.wav,"HE DOESN'T WANT HER TO LOOK FROWNINGLY AT HIM, OR SPEAK TO HIM ANGRILY."
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SX125.WAV.wav,WESTCHESTER IS A COUNTY IN NEW YORK.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SX215.WAV.wav,THE SERMON EMPHASIZED THE NEED FOR AFFIRMATIVE ACTION.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SX305.WAV.wav,COTTAGE CHEESE WITH CHIVES IS DELICIOUS.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SX35.WAV.wav,HELP CELEBRATE YOUR BROTHER'S SUCCESS.
TIMIT/data/TRAIN\DR2\MPRB0\VOCODED_SX395.WAV.wav,"I TOOK HER WORD FOR IT, BUT IS SHE REALLY GOING WITH YOU?"
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SI1224.WAV.wav,THIS IS NEVERTHELESS A MINORITY VIEW.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SI1854.WAV.wav,HE REMEMBERED THE LAST TIME HE HAD EATEN -- ACTUAL EGGS FROM AN ACTUAL PAN.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SI594.WAV.wav,THE TRIAL BALLOONS ARE AFLOAT.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SX144.WAV.wav,THE WILLOWY WOMAN WORE A MUSKRAT COAT.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SX234.WAV.wav,THE PAPER BOY BOUGHT TWO APPLES AND THREE ICES.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SX324.WAV.wav,THE LOCAL DRUGSTORE WAS CHARGED WITH ILLEGALLY DISPENSING TRANQUILIZERS.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SX414.WAV.wav,IRISH YOUNGSTERS EAT FRESH KIPPERS FOR BREAKFAST.
TIMIT/data/TRAIN\DR2\MRAB0\VOCODED_SX54.WAV.wav,THE EASTERN COAST IS A PLACE FOR PURE PLEASURE AND EXCITEMENT.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SI1371.WAV.wav,TO USE THESE NEW WAYS IN DAILY LIFE IS THE LAST STEP.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SI2001.WAV.wav,"WE'RE LOST AND BURNING UP ALREADY, SHE BIT OUT TENSELY."
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SI741.WAV.wav,"IN THE WINTER, HIBACHI IN THE KITCHEN OR GRILL OVER THE LOGS OF THE FIREPLACE."
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SX111.WAV.wav,HIS SUDDEN DEPARTURE SHOCKED THE CAST.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SX201.WAV.wav,APPROACH YOUR INTERVIEW WITH STATUESQUE COMPOSURE.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SX21.WAV.wav,ALFALFA IS HEALTHY FOR YOU.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SX291.WAV.wav,THE AVALANCHE TRIGGERED A MINOR EARTHQUAKE.
TIMIT/data/TRAIN\DR2\MRCW0\VOCODED_SX381.WAV.wav,WE WELCOME MANY NEW STUDENTS EACH YEAR.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SI1076.WAV.wav,"TINY BODIES, DROPPED ONTO A DRY LEAF, MADE A PILE AS BIG AS A SMALL APPLE."
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SI1706.WAV.wav,THEY'LL TELL YOU WHAT'S COOKING.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SI2336.WAV.wav,"WELL, THERE ARE OTHER THINGS TO DO RIGHT NOW."
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SX176.WAV.wav,BUYING A THOROUGHBRED HORSE REQUIRES INTUITION AND EXPERTISE.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SX266.WAV.wav,WITHDRAW ONLY AS MUCH MONEY AS YOU NEED.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SX356.WAV.wav,DIANE MAY SPLURGE AND BUY A TURQUOISE NECKLACE.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SX446.WAV.wav,THOMAS THINKS A LARGER CLAMP SOLVES THE PROBLEM.
TIMIT/data/TRAIN\DR2\MRFK0\VOCODED_SX86.WAV.wav,HISPANIC COSTUMES ARE QUITE COLORFUL.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SI1356.WAV.wav,THE PROBLEM OF SOLIDARITY AND MORALE AGAIN INVOLVES THE CONCEPT OF VALUES.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SI1986.WAV.wav,"WHAT'S YOUR NAME, ANYWAY?"
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SI726.WAV.wav,PROMPTLY AT SEVEN HE WOULD CLATTER OUT OF THE COURT WITH TWELVE IN THE TALLYHO.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SX186.WAV.wav,WOULD A TOMBOY OFTEN PLAY OUTDOORS?
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SX276.WAV.wav,JOHN'S BROTHER REPAINTED THE GARAGE DOOR.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SX366.WAV.wav,WILL YOU PLEASE CONFIRM GOVERNMENT POLICY REGARDING WASTE REMOVAL?
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SX6.WAV.wav,BRIGHT SUNSHINE SHIMMERS ON THE OCEAN.
TIMIT/data/TRAIN\DR2\MRGS0\VOCODED_SX96.WAV.wav,MASQUERADE PARTIES TAX ONE'S IMAGINATION.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SI1515.WAV.wav,THEY'RE DOIN' IT NOW.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SI2145.WAV.wav,WAS SHE JUST NATURALLY SLOPPY ABOUT EVERYTHING BUT HER PHYSICAL APPEARANCE?
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SI885.WAV.wav,NINE OF THEM HAD GONE DOWN THE GANGPLANK ALREADY.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SX165.WAV.wav,THE EASYGOING ZOOLOGIST RELAXED THROUGHOUT THE VOYAGE.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SX255.WAV.wav,MY IDEAL MORNING BEGINS WITH HOT COFFEE.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SX345.WAV.wav,TRISH SAW HOURS AND HOURS OF MOVIES SATURDAY.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SX435.WAV.wav,THE RICH SHOULD INVEST IN BLACK ZIRCONS INSTEAD OF STYLISH SHOES.
TIMIT/data/TRAIN\DR2\MRHL0\VOCODED_SX75.WAV.wav,FILL THAT CANTEEN WITH FRESH SPRING WATER.
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SI1519.WAV.wav,"THE THOUGHT CAME BACK, THE ONE NAGGING AT HIM THESE PAST FOUR DAYS."
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SI889.WAV.wav,"IN MOST CASES WE RECOGNIZE CERTAIN WORDS, PERSONS, ANIMALS OR OBJECTS."
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SI914.WAV.wav,"IF YOU DO, GO TO IT."
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SX169.WAV.wav,HOW WOULD YOU EVALUATE THIS ALGEBRAIC EXPRESSION?
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SX259.WAV.wav,TORNADOS OFTEN DESTROY ACRES OF FARM LAND.
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SX307.WAV.wav,THE MEETING IS NOW ADJOURNED.
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SX439.WAV.wav,THAT STINGING VAPOR WAS CAUSED BY CHLORIDE VAPORIZATION.
TIMIT/data/TRAIN\DR2\MRJH0\VOCODED_SX79.WAV.wav,WILL YOU PLEASE DESCRIBE THE IDIOTIC PREDICAMENT.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SI1095.WAV.wav,THEY FIND DEEP PESSIMISM IN THEM.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SI1228.WAV.wav,TRAGEDY PRESUMES SUCH A CONFIGURATION.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SI1858.WAV.wav,"SHE DRANK GREEDILY, AND MURMURED, THANK YOU, AS HE LOWERED HER HEAD."
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SX148.WAV.wav,MOST PRECINCTS HAD A THIRD OF THE VOTES COUNTED.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SX238.WAV.wav,A DOCTOR WAS IN THE AMBULANCE WITH THE PATIENT.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SX328.WAV.wav,GREGORY AND TOM CHOSE TO WATCH CARTOONS IN THE AFTERNOON.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SX418.WAV.wav,IRIS THINKS THIS ZOO HAS ELEVEN SPANISH ZEBRAS.
TIMIT/data/TRAIN\DR2\MRJM0\VOCODED_SX58.WAV.wav,WE EXPERIENCE DISTRESS AND FRUSTRATION OBTAINING OUR DEGREES.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SI1298.WAV.wav,BETWEEN MEETINGS HE HELPS THE PRESIDENT KEEP TRACK OF DELEGATED MATTERS.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SI1928.WAV.wav,"NOT IMMEDIATELY, AS THE DEPUTY DEMANDED."
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SI668.WAV.wav,"WE ARE ALL INVOLVED IN THEM, DEEPLY INVOLVED."
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SX128.WAV.wav,LOTS OF FOREIGN MOVIES HAVE SUBTITLES.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SX218.WAV.wav,TRY TO RECALL THE EVENTS IN CHRONOLOGICAL ORDER.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SX308.WAV.wav,SHIPBUILDING IS A MOST FASCINATING PROCESS.
TIMIT/data/TRAIN\DR2\MRJM1\VOCODED_SX38.WAV.wav,YOUNG PEOPLE PARTICIPATE IN ATHLETIC ACTIVITIES.
